year,rank,name,slug,cuisine,price,price_num,location,city,address,full_address,lat,lng,description,image,url,prev_rank
2026,34,Madcap,madcap,Fine dining,$$$$,4,North Bay,San Anselmo,198 Sir Francis Drake Blvd.,"198 Sir Francis Drake Blvd., San Anselmo, CA",37.974754,-122.561473,Your initial impression of this fine dining restaurant in San Anselmo might be that it’s a little too mad. The canvases that line the walls are as many as they are zany. Is that Barbarella standing atop a mountain of trash? Why is that woman wearing a tiny top hat pulling a lion out of a slightly larger top hat? But chef Ron Siegel’s tasting menu — American with French and Japanese touches and a relative bargain compared to others at $140 for eight courses on weeknights — is substance as well as style.,https://s.hdnux.com/photos/0/0/0/30809026/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#madcap-listing,36
2026,35,Lunette,lunette,Cambodian,$,1,San Francisco,San Francisco,"1 Ferry Building, Suite 33/47","1 Ferry Building, Suite 33/47, San Francisco, CA",37.796787,-122.393299,"The Ferry Building is at its best when it reflects the homegrown talents of the Bay Area’s food scene, and Lunette, the Bay Area’s foremost Cambodian restaurant, is a prime example. Following the closure of Nyum Bai in Oakland in 2022, Nite Yun returned with a counter and small dining room graced by artist Nak Bou’s gorgeous mural that transports patrons to Phnom Penh’s Central Market.",https://s.hdnux.com/photos/0/0/0/30809050/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#lunette-listing,
2026,36,State Bird Provisions,state-bird-provisions,Californian,$$$,3,San Francisco,San Francisco,1529 Fillmore St.,"1529 Fillmore St., San Francisco, CA",37.783661,-122.433076,"Are you the type of person who arrives at a restaurant with your exact order planned out, having pored over the menu online? If so, State Bird Provisions is not the restaurant for you. If, however, you find felicity in the unexpected and delight in the spontaneous, book a table at the Progress’ sister restaurant, which has served dim sum-style small plates since 2012.",https://s.hdnux.com/photos/0/0/0/30211971/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#state-bird-provisions-listing,29
2026,37,Flour + Water,flour-water,Italian,$$$,3,San Francisco,San Francisco,2401 Harrison St.,"2401 Harrison St., San Francisco, CA",37.758923,-122.412185,"Flour + Water, one of the region’s defining Cal-Italian restaurants, remains fanatical about pasta, offering more than 80 shapes — all contained in an actual encyclopedia. For good reason, though, the most celebrated is the scarpinocc, a raft-shaped pasta with a dimple that serves as a reservoir for milky Taleggio cheese and tart balsamic vinegar.",https://s.hdnux.com/photos/0/0/0/30212002/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#flour-water-listing,39
2026,38,La Vaca Birria,la-vaca-birria,Mexican,$,1,San Francisco,San Francisco,2962 24th St.,"2962 24th St., San Francisco, CA",37.75289,-122.411391,"The single best burrito in the Bay Area comes from a halal Mexican restaurant. La Vaca Birria’s grilled cheese burrito is somehow greater than even the considerable sum of its Platonically ideal parts: a halfway gooey cheese skirt, guacamole, refried beans and flame-roasted fillings, all swaddled in a flour tortilla that’s toasted in beef tallow. Cut in half, it oozes mozzarella cheese and smells of sweet mesquite from the wood-burning grill.",https://s.hdnux.com/photos/0/0/0/30211996/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#la-vaca-birria-listing,40
2026,39,Aziza,aziza,Moroccan,$$$,3,San Francisco,San Francisco,5800 Geary Blvd.,"5800 Geary Blvd., San Francisco, CA",37.780541,-122.481714,"Until recently, if you Googled “Aziza San Francisco,” the first result was not the Moroccan restaurant’s website, but one operated by its most loyal customers. “One of the best restaurants in all of San Francisco remains closed at this time,” the site proclaims, “but as huge fans of Aziza, we are hopefully and patiently waiting its return.”",https://s.hdnux.com/photos/0/0/0/30809088/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#aziza-listing,14
2026,40,Bo Ne Phu Yen,bo-ne-phu-yen,Vietnamese,$,1,South Bay,San Jose,1818 Tully Road,"1818 Tully Road, San Jose, CA",37.321996,-121.823061,"Bells are constantly ringing at the Vietnamese food court at Lion Plaza in San Jose — the sound of kiosks alerting their patrons for pickup. The most popular one has no bell, but if you scan the angular dining room, nearly every table is topped by sizzling bó nè, steak and eggs on cast irons shaped like cows.",https://s.hdnux.com/photos/0/0/0/30212010/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#bo-ne-phu-yen-listing,42
2026,41,Fikscue,fikscue,Indonesian-Texas barbecue,$$,2,"East Bay, San Francisco",Alameda,1708 Park St.,"1708 Park St., Alameda, CA",37.768274,-122.238897,"After running a home restaurant for two years, Reka and Fik Selah opened Fikscue in Alameda in 2023, combining Indonesian flavor with low-and-slow Texas barbecue to create the Bay Area’s greatest barbecue operation. Their two inspirations beautifully align in brisket rendang — smoked beef cubes stir-fried with coconut chile paste — and giant beef back ribs topped with tamarind-infused peanut sauce.",https://s.hdnux.com/photos/0/0/0/30794735/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#fikscue-listing,44
2026,42,Lily,lily,Vietnamese,$$,2,San Francisco,San Francisco,225 Clement St.,"225 Clement St., San Francisco, CA",37.7828365,-122.4616947,"Lily is a date-night Vietnamese spot, with handsome latticed woodwork on the ceiling and a tufted leather banquette that runs the length of the narrow restaurant. But for those in the know, there are also deals to be had.",https://s.hdnux.com/photos/0/0/0/30531162/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#lily-listing,45
2026,43,LeYou Ethiopian,leyou-ethiopian,Ethiopian,$,1,South Bay,San Jose,"1100 N. First St., Suite C","1100 N. First St., Suite C, San Jose, CA",37.356601,-121.905332,"LeYou in San Jose puts Ethiopian food in a new light, offering hard-to-find dishes while introducing novel takes on the cuisine. The latter is exemplified by its exceptional kitfo bites: tuna (or salmon) tartare marinated in awaze, a fiery oil laced with mitmita (the spicier cousin of berbere), accompanied by crispy injera strips with a Cheez-It-like sharpness; the vegan version ditches fish for a custardy eggplant dip complemented by tomatoes.",https://s.hdnux.com/photos/0/0/0/30211993/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#leyou-ethiopian-listing,46
2026,44,Mijoté,mijote,French,$$$,3,San Francisco,San Francisco,2400 Harrison St.,"2400 Harrison St., San Francisco, CA",37.758894,-122.412746,"Here in San Francisco, the closest you’re going to get to the 11th arrondissement is a former sushi counter on a quiet corner in the Mission District. This is where Kosuke Tada serves a nightly set menu of four courses for $84, inspired by his years as head chef at bistro Le 6 Paul Bert in Paris.",https://s.hdnux.com/photos/0/0/0/30794730/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#mijote-listing,18
2026,45,Nari,nari,Thai,$$$,3,San Francisco,San Francisco,1625 Post St.,"1625 Post St., San Francisco, CA",37.785561,-122.428705,"There are two hotel restaurants on this list, and both of them belong to Thai restaurateur Pim Techamuanvivit, the recipient of last year’s inaugural Charles Phan Legacy Award. Nari is the fancier of the two spots, with monsteras and reclaimed teak softening the concrete elements of the dramatic dining room. The ambition of the menu is as lofty as the ceilings, with an emphasis on unexpected produce.",https://s.hdnux.com/photos/0/0/0/30809122/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#nari-listing,48
2026,46,Tanzie’s,tanzies,Thai,$$,2,East Bay,Berkeley,1453 Dwight Way,"1453 Dwight Way, Berkeley, CA",37.8621875,-122.281927,"Tanzie’s is a double whammy: a Thai restaurant that is one of the best brunch spots in the Bay Area. Cute and welcoming, the interior is painted a radiant lime green, while a fireplace makes the space feel like the home of co-owners Krissana “Tanz” Tussanaprasit and Jezreel “Jae” Rojas. The couple met while working at Kin Khao before teaming up to create Tanzie’s, inspired by Tussanaprasit’s upbringing in Chiang Mai.",https://s.hdnux.com/photos/0/0/0/30211966/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#tanzies-listing,55
2026,47,Mister Jiu’s,mister-jius,Chinese,$$$,3,San Francisco,San Francisco,28 Waverly Place,"28 Waverly Place, San Francisco, CA",37.793519,-122.406524,"Brandon Jew’s landmark modern Chinese restaurant celebrates its 10th anniversary this year, and it does so triumphantly. Last year, Mister Jiu’s landed on the Top 100, but close readers might have noticed the suggestion to eat at the bar.",https://s.hdnux.com/photos/0/0/0/30211986/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#mister-jius-listing,64
2026,48,"Yeobo, Darling",yeobo-darling,Korean Taiwanese,$$$,3,Peninsula,Menlo Park,827 Santa Cruz Ave.,"827 Santa Cruz Ave., Menlo Park, CA",37.450467,-122.185181,"Menlo Park scores two new Top 100 restaurants this year — Eylan, at No. 70, and Yeobo, Darling, a Korean-Taiwanese restaurant from couple Meichih and Michael Kim. Locals may remember them from Maum, their intimate Michelin-starred tasting menu spot that closed in 2020. While Yeobo, Darling’s format is a la carte, the environs still scream fine dining, with silverware caddies built into the custom tables and the most comfortable chairs of any restaurant in the Bay Area.",https://s.hdnux.com/photos/0/0/0/30508901/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#yeobo-darling-listing,
2026,49,Dalida,dalida,Mediterranean,$$$,3,San Francisco,San Francisco,"101 Montgomery St., Suite 100","101 Montgomery St., Suite 100, San Francisco, CA",37.800033,-122.459579,"Dalida was a great restaurant when it opened in the Presidio in 2023. Since then, it’s gotten even better, and it’s making its well-earned debut on this year’s Top 100. It bills itself as a Mediterranean restaurant, but think more Turkey and the Levant, less Spain and Italy.",https://s.hdnux.com/photos/0/0/0/30212005/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#dalida-listing,
2026,50,La Taqueria,la-taqueria,Mexican,$,1,San Francisco,San Francisco,2889 Mission St,"2889 Mission St, San Francisco, CA",37.750874,-122.418158,"Now more than 50 years old, La Taqueria is a defining Mexican restaurant in San Francisco and home to perhaps the Bay Area’s most celebrated burrito, with lines of customers regularly curving around the block. Owner Miguel Jara, who grew up in Tijuana, hasn’t served rice in his restaurant since day one, and he never will.",https://s.hdnux.com/photos/0/0/0/30286562/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#la-taqueria-listing,59
2026,51,Cotogna,cotogna,Italian,$$$,3,San Francisco,San Francisco,490 Pacific Ave,"490 Pacific Ave, San Francisco, CA",37.7974582,-122.4034024,"Cotogna is Lindsay and Michael Tusk’s Goldilocks restaurant — far more affordable than Quince, far less rowdy than Verjus.",https://s.hdnux.com/photos/0/0/0/30286523/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#cotogna-listing,57
2026,52,3 Bottled Fish,num-bottled-fish,Vietnamese,$,1,East Bay,Oakland,1924 35th Ave,"1924 35th Ave, Oakland, CA",37.7828651,-122.2186265,"Oakland’s Fruitvale neighborhood, which has a formidable street food culture, is made a more dynamic place to eat by 3 Bottled Fish, the Vietnamese café from Paulette Tran. Modestly sized, seating about a dozen patrons, the café has a homey decor, with plants, bookshelves and a TV showing footage of Vietnamese hawker stalls.",https://s.hdnux.com/photos/0/0/0/30286525/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#num-bottled-fish-listing,54
2026,53,Prubechu,prubechu,Chamorro,$$,2,San Francisco,San Francisco,"2224 Mission St., A","2224 Mission St., A, San Francisco, CA",37.761319,-122.419733,"Chamorro food, the cuisine of Guam, may have limited options in the Bay Area, but Prubechu in San Francisco remains its strongest advocate. It’s impossible to nurse a bad mood seated in the cheery, plant-filled outdoor patio, where diners eat dry-style wings and barbecued chicken served over titiyas (leopard-spotted coconut flatbreads), meant to be eaten like a taco.",https://s.hdnux.com/photos/0/0/0/30286534/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#prubechu-listing,65
2026,54,Valley,valley,Wine bar,$$,2,North Bay,Sonoma,487 1st St W,"487 1st St W, Sonoma, CA",38.2923068,-122.4591207,"We are, for sure, like, totally Valley girls. The Sonoma restaurant/wine bar/café/bottle shop/mercantile is everything we want from a day-to-night establishment perched on a town square.",https://s.hdnux.com/photos/0/0/0/30286584/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#valley-listing,51
2026,55,Kitchen Istanbul,kitchen-istanbul,Turkish,$$,2,San Francisco,San Francisco,349 Clement St.,"349 Clement St., San Francisco, CA",37.78276,-122.463114,"Kitchen Istanbul landed on our list last year, but, if we’re being honest, it wasn’t exactly because of the food. Rather, the Inner Richmond gem was a favorite — of ours, as well as wine professionals and restaurant industry insiders — due to owner Emrah Kilicoglu’s knack for hospitality and the wine program overseen by Joseph DiGrigoli. Since last summer, however, Kitchen Istanbul’s contemporary Turkish menu has majorly leveled up under the leadership of Büşra Ayvaz.",https://s.hdnux.com/photos/0/0/0/30286620/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#kitchen-istanbul-listing,69
2026,56,Side A,side-a,American,$$$,3,San Francisco,San Francisco,2814 19th St.,"2814 19th St., San Francisco, CA",37.760616,-122.410546,"It’s rare that a new restaurant feels like “Cheers” right out of the gate, but Side A radiated warmth from the moment it opened last spring. Chalk it up to owner Parker and Caroline Brown’s gregarious Midwestern hospitality, or the respectful design that built on the bones of the former inhabitant, neighborhood favorite Universal Café.",https://s.hdnux.com/photos/0/0/0/30286659/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#side-a-listing,
2026,57,Liholiho Yacht Club,liholiho-yacht-club,American,$$$,3,San Francisco,San Francisco,871 Sutter St.,"871 Sutter St., San Francisco, CA",37.788178,-122.414583,"On an unusually cold San Francisco night, the “Aloha” spelled out in tiny hexagonal tile in Liholiho Yacht Club’s entryway feels like both a welcome and a promise. Chef Ravi Kapur hails from Oahu, and you’ll see Hawaii’s imprint in dishes like tuna poke, fried rice with housemade Spam and “Mom’s butter mochi.”",https://s.hdnux.com/photos/0/0/0/30286662/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#liholiho-yacht-club-listing,60
2026,58,Kin Khao,kin-khao,Thai,$$,2,San Francisco,San Francisco,55 Cyril Magnin St.,"55 Cyril Magnin St., San Francisco, CA",37.784878,-122.408965,"Kin Khao is a trailblazer: At a time when San Francisco’s Thai food was dominated by pad Thai, chef Pim Techamuanvivit’s freshman effort shifted attention to Northern Thailand’s Issan cuisine. In the process, Kin Khao became the first Thai restaurant in California to hold a Michelin star — since 2015 — and left a lasting impression on the Bay Area.",https://s.hdnux.com/photos/0/0/0/30286663/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#kin-khao-listing,61
2026,59,Cultured Pickle Shop,cultured-pickle-shop,Californian,$$,2,East Bay,Berkeley,800 Bancroft Way,"800 Bancroft Way, Berkeley, CA",37.86311,-122.296843,"Is Cultured Pickle Shop a restaurant? Does it speak to the best of Berkeley’s dining scene? Depends on who you ask. What’s not in question is that the fermentation emporium is home to one of the Bay Area’s most distinctive dishes, the extravagant rice bowl at the center of its weekends-only three-course menu, Rice & Pickles.",https://s.hdnux.com/photos/0/0/0/30286676/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#cultured-pickle-shop-listing,62
2026,60,Lou’s Takeaway,lous-takeaway,Californian,$,1,North Bay,San Rafael,621A Del Ganado Road,"621A Del Ganado Road, San Rafael, CA",38.013455,-122.559454,"Lou’s Takeaway in San Rafael proposes that takeout doesn’t have to be a compromise of convenience, but undeniably delicious. Housed in a shack, the restaurant channels all its lifeforce into rice plates, which are informed by seasonal ingredients and the whims of chef Anthony “Lou” Rizzi, who has a penchant for Asian and Latino flavors.",https://s.hdnux.com/photos/0/0/0/30286679/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#lous-takeaway-listing,63
2026,61,The Happy Crane,the-happy-crane,Cantonese,$$$,3,San Francisco,San Francisco,451 Gough St,"451 Gough St, San Francisco, CA",37.777491,-122.4233,"San Francisco’s modern Chinese food scene is getting hotter and hotter, in no small part thanks to the Happy Crane, which opened last year in Hayes Valley. Chef-owner James Yeun Leong Parry cut his teeth at Michelin-starred restaurants in Hong Kong, London, Tokyo and San Francisco, then left it all behind to hone his dim sum skills at Palette Tea House in Ghirardelli Square.",https://s.hdnux.com/photos/0/0/0/30286682/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#the-happy-crane-listing,
2026,62,Vik’s Chaat,viks-chaat,Indian,$,1,East Bay,Berkeley,2390 Fourth St.,"2390 Fourth St., Berkeley, CA",37.861381,-122.298419,"For more than 36 years, Vik’s Chaat has been the standard bearer for Indian street food in the Bay Area. Based inside a Berkeley warehouse, Vik’s is half market and half cafeteria-style restaurant, with a spacious dining area surrounded by canary yellow walls.",https://s.hdnux.com/photos/0/0/0/30286701/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#viks-chaat-listing,50
2026,63,Peña’s Bakery,penas-bakery,Mexican deli,$,1,East Bay,Oakland,3355 Foothill Blvd.,"3355 Foothill Blvd., Oakland, CA",37.782997,-122.220984,"The tortas at Peña’s Bakery in Oakland’s Fruitvale neighborhood make it worth getting out of bed early. Here, the barrio’s blue-collar workers line their bellies with pan dulce, coffee and weighty sandwiches stuffed with chorizo and potatoes. Made a day ahead to allow the potatoes to soak up the sausage fat, the boisterously rich filling is nestled in a fluffy, house-made telera bread, along with pepper strips and avocado.",https://s.hdnux.com/photos/0/0/0/30286705/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#penas-bakery-listing,66
2026,64,Azalina’s,azalinas,Malaysian,$$$,3,San Francisco,San Francisco,499 Ellis St.,"499 Ellis St., San Francisco, CA",37.784584,-122.414148,"Azalina’s is the only restaurant in the Bay Area dedicated to Mamak cooking, the cuisine of Indian Muslims in Malaysia, and of chef Azalina Eusope’s family. The four-course tasting menu is her homage to them, a multigenerational lineage of street vendors whose cooking tools now sit on a shelf in the dining room. With each course, Eusope unravels a layer of her history.",https://s.hdnux.com/photos/0/0/0/30286710/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#azalinas-listing,67
2026,65,Spicy Joi,spicy-joi,Laotian,$,1,East Bay,Concord,1687 Willow Pass Rd.,"1687 Willow Pass Rd., Concord, CA",37.973734,-122.042368,"Phengkhane “Joi” Simmaly, the charismatic chef-owner of Spicy Joi in Concord, is the Bay Area’s champion for Lao cuisine. He enthusiastically drops off trays, smiling and hamming it up as he lumbers under the weight of peppery sausages with taut skins, pork cracklings, smoky pepper relish and a pungent papaya salad.",https://s.hdnux.com/photos/0/0/0/30286741/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#spicy-joi-listing,
2026,66,Via Aurelia,via-aurelia,Italian,$$$$,4,San Francisco,San Francisco,"300 Toni Stone Xing, Suite A","300 Toni Stone Xing, Suite A, San Francisco, CA",37.775773,-122.388653,"Via Aurelia, a Tuscan restaurant from the team behind Che Fico, anchors the building that houses the new Visa headquarters at Mission Rock, a slick live-work neighborhood just south of Oracle Park that opened last year.",https://s.hdnux.com/photos/0/0/0/30286752/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#via-aurelia-listing,
2026,67,Kunjip,kunjip,Korean,$,1,South Bay,Santa Clara,1066 Kiely Blvd.,"1066 Kiely Blvd., Santa Clara, CA",37.345975,-121.978216,"The patrons of Kunjip, a staple of Santa Clara’s Koreatown since 2009, generally fall into two diametrically opposed categories: those seeking nourishment and those there for indulgence. The former group goes for the seolleongtang, a rejuvenating noodle soup with a cloudy oxtail bone broth; the latter gravitates toward the galbijjim, a stone pot filled with short ribs, inch-thick rice cakes and soft chunks of pumpkin in a sweet, fiery braising liquid at raging boil.",https://s.hdnux.com/photos/0/0/0/30286774/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#kunjip-listing,70
2026,68,Cyrus,cyrus,Fine dining,$$$$,4,North Bay,Geyserville,275 CA-128,"275 CA-128, Geyserville, CA",38.706405,-122.900453,"For all you fellow Augustus Gloops out there, if you want to view paradise, simply book a trip to Cyrus in Geyserville. Dinner ends with a visit to a hidden chamber that houses a chocolate waterfall, which smells as intoxicating as it sounds. If this seems like an atypical end to a fancy tasting menu, the dining experience at Cyrus isn’t exactly standard.",https://s.hdnux.com/photos/0/0/0/30286785/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#cyrus-listing,71
2026,69,Psychic Pie,psychic-pie,Pizza,$,1,North Bay,Sebastopol,980 Gravenstein Hwy. S.,"980 Gravenstein Hwy. S., Sebastopol, CA",38.390783,-122.816695,"Every small town has a treasured local pizzeria, a spot in a strip mall where you can get an after-school slice and soft serve or a whole pie to-go on a Saturday night. Sebastopol’s happens to be a lot better than most.",https://s.hdnux.com/photos/0/0/0/30286797/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#psychic-pie-listing,73
2026,70,Eylan,eylan,Indian,$$$,3,Peninsula,Menlo Park,500 El Camino Real,"500 El Camino Real, Menlo Park, CA",37.451145,-122.177326,"If two’s a coincidence and three’s a trend, then Eylan cements chef Srijith Gopinathan and restaurateur Ayesha Thapar as power players. Their third collaboration, following Ettan and Copra, opened early last year as the anchor of a suburban Menlo Park development that mixes condos with luxury watch retail.",https://s.hdnux.com/photos/0/0/0/30286809/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#eylan-listing,
2026,71,Wolfsbane,wolfsbane,Fine dining,$$$$,4,San Francisco,San Francisco,2495 3rd St.,"2495 3rd St., San Francisco, CA",37.758065,-122.388152,"When Rupert and Carrie Blease shuttered Lord Stanley last year, it brought to a close 10 years of Making It Work. During its decade in existence, the restaurant earned a Michelin star, provided city-subsidized meals to low-income residents during the pandemic, slung Filet-O-Fish-like sandwiches out of a takeout window and hosted chef residencies. With Wolfsbane, they’re attempting something simpler, sort of — an expensive tasting menu restaurant that aims to join the upper echelons of San Francisco fine dining.",https://s.hdnux.com/photos/0/0/0/30286812/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#wolfsbane-listing,
2026,72,Itria,itria,Italian,$$$,3,San Francisco,San Francisco,3266 24th St.,"3266 24th St., San Francisco, CA",37.752494,-122.41781,"If only every place serving a menu of pasta and crudos were as exceptional as Itria. The cozy Mission restaurant makes for a reliable neighborhood night-out spot — you can score a last-minute reservation, unlike at many of its Cal-Italian peers, and it doesn’t feel like a consolation.",https://s.hdnux.com/photos/0/0/0/30286837/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#itria-listing,75
2026,73,Sirene,sirene,American,$$$,3,East Bay,Oakland,3308 Grand Ave.,"3308 Grand Ave., Oakland, CA",37.812832,-122.246755,Sirene is the follow-up to Paul Einbund and Gavin Schmidt’s enduring San Francisco hit the Morris. Its idiosyncratic menu pairs fried chicken coated in a shatter-prone dredge with seafood like wood-fired mussels.,https://s.hdnux.com/photos/0/0/0/30293257/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#sirene-listing,
2026,74,Rintaro,rintaro,Japanese,$$,2,San Francisco,San Francisco,82 14th St.,"82 14th St., San Francisco, CA",37.768814,-122.415111,"We are in an era of flavormaxxing, of restaurants that push the limits of salt, fat, acid and heat. And while that is a carnal pleasure, sometimes one wants … less. When what you crave is izakaya fare, simply and masterfully prepared, sink into a cushion of Rintaro’s silken tofu or a round of daikon gently simmered in dashi.",https://s.hdnux.com/photos/0/0/0/30293288/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#rintaro-listing,76
2026,75,Table Culture Provisions,table-culture-provisions,Fine dining,$$$,3,North Bay,Petaluma,312 Petaluma Blvd. S.,"312 Petaluma Blvd. S., Petaluma, CA",38.231637,-122.635065,"Table Culture Provisions is a fine dining restaurant full of loveable quirks. Unlike other restaurants with similar aspirations, it’s not located in a stately historic building or lavish new development. Instead, chef-owners Stéphane Saint Louis and Steven Vargas set up shop in a former diner by the name of Chili Joe’s.",https://s.hdnux.com/photos/0/0/0/30293295/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#table-culture-provisions-listing,77
2026,76,Spread Kitchen,spread-kitchen,Lebanese,$,1,North Bay,Sonoma,18375 Highway 12,"18375 Highway 12, Sonoma, CA",38.311578,-122.479894,"Lebanese cooking is presented in technicolor at Spread, a counter-service restaurant in Sonoma. Chef Cristina Topham incorporates lemons into nearly everything on the menu, especially the eponymous dish: the spreads, or mezzes.",https://s.hdnux.com/photos/0/0/0/30293315/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#spread-kitchen-listing,
2026,77,Mustards Grill,mustards-grill,American,$$,2,North Bay,Napa,7399 St. Helena Hwy.,"7399 St. Helena Hwy., Napa, CA",38.418969,-122.388169,"To nostalgic locals, the 43-year-old Mustards Grill stands as a vestige of “Old Napa,” back when Wine Country still belonged to its residents. All the produce and wine is local, herbs are snipped from the garden out front, and even the buzz inside feels farm-fresh.",https://s.hdnux.com/photos/0/0/0/30293321/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#mustards-grill-listing,80
2026,78,Scoma’s,scomas,Seafood,$$$,3,San Francisco,San Francisco,1965 Al Scoma Way,"1965 Al Scoma Way, San Francisco, CA",37.8089477,-122.4184344,"Plans to overhaul Fisherman’s Wharf are underway, with the recent demolition of Alioto’s and several new restaurants opening this year. But one block over on Al Scoma Way, very little has changed since the ’70s. At Scoma’s, white-jacketed servers still rattle off the catch of the day — it’ll take a while — and warn you to remove your rings before getting intimate with the whole roasted Dungeness crab.",https://s.hdnux.com/photos/0/0/0/30293334/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#scomas-listing,43
