year,rank,name,slug,cuisine,price,price_num,location,city,address,full_address,lat,lng,description,image,url,prev_rank
2024,1,3 Bottled Fish,num-bottled-fish,Vietnamese,$$,2,East Bay,Oakland,"1924 35th Ave., Oakland",,37.782568,-122.21852,"Once only a Stonestown Farmers Market stand, 3 Bottled Fish now has a compact restaurant in Oakland’s Fruitvale neighborhood. Chef and owner Paulette Tran keeps a tight menu, which changes weekly. Bánh mì ($12) are a fixture; Tran might stuff crunchy baguettes with stacks of house-cured sausage or braised chicken. Equally enticing are the recurring crackly salmon belly ($14) accompanied by rice, and the soulful rice porridge ($11) fragrant with ground beef, ginger and green onions. For something lighter, try the bun bo xao ($16), a beef noodle salad with a side of piquant nước chấm. Get takeout or sit indoors, which is styled with greenery and embroidery by local artists.   Also featured on Top Vietnamese Restaurants.",https://s.hdnux.com/photos/0/0/0/25223214/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#num-bottled-fish,
2024,2,Aphotic,aphotic,Seafood,$$$$,4,San Francisco,San Francisco,"816 Folsom St., San Francisco",,37.7818,-122.40184,"This is the last time Aphotic will appear on our Top 25 list; it will serve its final sea lettuce croissant on Dec. 21. The seafood-centric restaurant offers 11- ($215) and 16-course ($295) tasting menus in its expansive, shadowy dining room, which makes you feel like Jonah in the belly of a whale. There are also a la carte options available at the bar, which is anchored by a wall of glass separatory funnels — very AP Chem chic — filled with house-made distillates. As you might imagine, the cocktail program is a highlight, but teetotalers are also taken care of with the wildly creative no-ABV “sea level pairing.” Visit while you still can.  Also featured on Top Fine Dining Restaurants and Top San Francisco Restaurants.",https://s.hdnux.com/photos/0/0/0/24398950/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#aphotic,
2024,3,Aziza,aziza,Moroccan,$$$,3,San Francisco,San Francisco,"5800 Geary Blvd., San Francisco",,37.78054,-122.48171,"You could describe Aziza as a neighborhood restaurant. On a recent evening, the clientele — a young couple on what seemed to be an awkward second date, a quartet of seniors casually dressed — seemed primed for a low-key Sunday night rather than a dining event. But Aziza started serving high-key delicious Moroccan food back in 1999, and even if you don’t live in the Richmond, it is absolutely worth the trip to the Avenues. Chef Mourad Lahlou’s straightforward classics like the savory-sweet basteeya ($28), confited chicken wrapped in a pastry parcel, will never leave the menu. But roll the dice on more creative dishes like the mussels ($20), drenched in herbs and vadouvan butter and broiled on the half shell. You’ll be amply rewarded. Also featured on Top San Francisco Restaurants.",https://s.hdnux.com/photos/0/0/0/18697069/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#aziza,
2024,4,Barberio Osteria,barberio-osteria,Italian,$$$,3,San Francisco,San Francisco,"557 Valencia St., San Francisco",,37.76401,-122.4215,"From the same team behind AltoVino, Barberio Osteria is a new gem offering first-rate handmade pastas and seasonally driven, Italian-inflected dishes. Less than a year old, it goes toe-to-toe with the stalwarts of the local Italian scene. Anchovy fans will flip for the bagna cauda ($16) an infused olive oil dip served warm over a votive candle with a selection of raw and nearly raw veggies. Produce is in capable hands; saucy veal short ribs ($46) were unsurprisingly delicious, but they were nearly upstaged by grilled mini eggplant. For dessert, try the zabaglione, as frothy as hair mousse and escorted, recently, by the season’s first stone fruit. Also featured on Top Italian Restaurants.",https://s.hdnux.com/photos/0/0/0/24301416/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#barberio-osteria,
2024,5,Four Kings,four-kings,Cantonese,$$,2,San Francisco,San Francisco,"710 Commercial St., San Francisco",,37.794094,-122.40507,"Is there a German word for being sucked into someone else’s nostalgia so fully that you start to experience it too? Even if you didn’t grow up eating pork chop rice at a casual cha chaan teng in Hong Kong, you might feel a tingle of homesickness midway through the version at Four Kings, which is served with a dynamite tomato gravy thickened with egg ($29). This is not to say the menu is all greatest Cantonese hits; owners Mike Long and Franky Ho, who met while cooking at Mister Jiu’s, would be bored with that. And so there’s mapo spaghetti ($21), reminiscent of Cincinnati chili but with a wallop of spice, and XO escargot ($24). This is food best eaten at the izakaya-style counter, washed down with beer or one of the house shochu highballs. Do a shot with your neighbor and, if you speak Cantonese, sing along to the ’90s Cantopop playlist. Also featured on Top San Francisco Restaurants.",https://s.hdnux.com/photos/0/0/0/25020377/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#four-kings,
2024,6,Friends and Family,friends-and-family,American,$$$,3,East Bay,Oakland,"468 25th St., Oakland",,37.814677,-122.266924,"Between the lauded beverage program and community events like Queer Speed Dating, you could conceivably become a regular at Friends and Family, one of North America’s 50 Best Bars, without ever having a meal. But that would be a mistake. Chef Gaby Maeda, who took the reins earlier this year, previously ran the kitchen at State Bird Provisions, and her playful and personal cooking catapults Friends and Family beyond “bar with good snacks” territory. The “les eggs” ($12), a riff on oeufs mayonnaise, are appropriately named for Frenchy eggs served at a quasi-lesbian bar. Save room for Mom’s carrot cake ($9), which owner Blake Cole’s mother has been making since Friends and Family opened its doors in 2020.",https://s.hdnux.com/photos/0/0/0/22574900/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#friends-and-family,
2024,7,Joodooboo,joodooboo,Korean,$$,2,East Bay,Oakland,"4201 Market St., Oakland",,37.83255,-122.273742,"Despite debuting two years ago, Joodooboo has emerged as a one-of-a-kind Korean restaurant in Oakland for its focus on the cuisine’s gentler side. Seasonal banchan and handmade tofu are the restaurant’s bread and butter. The former is featured prominently over the farmer’s bowl ($18), a rice and lettuce plate crowned with that week’s offerings — currently corn and zucchini swirled with tofu and marinated eggplants with sungold tomatoes. Or try the best of both worlds with the incredibly crispy, ornate fried dooboo set ($20), a neat collection of side dishes, a soup and fried tofu. For a more substantial meal, check out the fish specials, like broiled ($15) or fried cod ($15), served with a piquant, tangy wine and chile-garlic sauce. Sip on an effervescent spritz ($6) made with fruit puree, like spicy watermelon or salted cucumber. Indoor and outdoor seating available.  Also featured on Top Korean Restaurants.",https://s.hdnux.com/photos/0/0/0/25639446/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#joodooboo,
2024,8,Khao Tiew,khao-tiew,Thai,$$,2,San Francisco,San Francisco,"272 Claremont Blvd., San Francisco",,37.74111,-122.465126,"Khao Tiew has made West Portal a destination for Thai cooking with fun, remixed versions of popular dishes. The family-friendly restaurant has a dining room decorated with vintage Thai ads and movie posters. Start off with fried papaya salad ($14), a distant relative to the blooming onion, where the fruit is fried and served with the dressing on the side. Do not miss the short rib fried rice ($20) with cured egg yolk, which radiates with beef tallow richness. The duck panang curry ($26) is aromatic, mellow and creamy, and the branzino ($36) is sweet, tender and juicy. The kaya toast ($15), a pan-seared slice of shokupan topped with pastel green kaya and a scoop of ice cream, is incredible stuff. Do not miss it.",https://s.hdnux.com/photos/0/0/0/26169690/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#khao-tiew,
2024,9,La Gastronomia,la-gastronomia,Italian,$$$,3,North Bay,Fairfax,"123 Bolinas Rd., Fairfax",,37.984972,-122.59023,"Tucked away in the hippie Marin County town of Fairfax, La Gastronomia stands out for its rustic Tuscan cooking, with freshly made, rib-sticking pastas. Inside, sleek marble countertops and tables flirt with luxury, and the outdoor street-facing wood benches are ideal for sunny brunch. Dinner kicks off with complimentary focaccia, which is spongy and faintly sweet, like a savory pound cake. Red sauce-lovers should seek out the rich, mildly spicy amatriciana bucatini ($28), while white sauce fans should order the creamy mushroom pappardelle ($30), topped with shaved black truffles. For lunch, opt for the succulent porchetta sandwich ($19) or a build-your-own-pasta ($22), choosing your shape and sauce. Also featured on Top Italian Restaurants.",https://s.hdnux.com/photos/0/0/0/24950011/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#la-gastronomia,
2024,10,La Jacaranda Oaxaqueña,la-jacaranda,Oaxacan,$,1,South Bay,San Jose,"1948 Alum Rock Ave., San Jose",,37.354496,-121.849726,"Located in an open-air food wonderland in San Jose, food truck La Jacaranda Oaxaqueña stands out with its tlayudas ($21), large thin tortillas smothered with rich beans and other toppings, which La Jacaranda prepares folded over instead of open-faced. Its edge over the competition is a charcoal-burning grill that imparts the tlayudas with smokiness and turns the tortilla crisp. For lighter fare, try the memelitas ($5), corn saucers topped with avocado leaf-perfumed beans and meat. The plentiful seating is outdoors at La Jacaranda, under tall canopy protection. Also featured on Top Outdoor Dining Restaurants.",https://s.hdnux.com/photos/0/0/0/25420582/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#la-jacaranda,
2024,11,Lunette,lunette,Cambodian,$$,2,San Francisco,San Francisco,"Ferry Building, 1, San Francisco",,37.80597,-122.40512,"After closing Nyum Bai in Oakland, chef Nite Yun has returned with Lunette, a casual counter-service Cambodian restaurant that makes an excellent addition to the Ferry’s Building dining roster. Red pendant lights and a vibrant hand-painted mural, made to look like colorful Khmer woven mats, create a charming environment. Yun’s mission of championing Khmer cuisine remains; fans of the chef will recognize the Kuy Teav Phnom Penh ($21), a shrimp and pork noodle dish with a soulful broth. Don’t sleep on the new additions like tender shaking beef ($21) or crackly fried chicken ($16), both of which are warmed with a heavy dosage of black pepper. Dine-in only, but if you decide to do takeout there’s public seating outside of the Ferry Building.",https://s.hdnux.com/photos/0/0/0/25123903/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#lunette,
2024,12,Mägo,mägo,Colombian,$$$,3,East Bay,Oakland,"3762 Piedmont Ave., Oakland",,37.823599,-122.256041,"Oakland’s fine dining scene is limited, but among the ranks is the wonderful Mago, where chef Mark Liberman explores his Colombian heritage on the plate. Mago is laid-back, with colorful walls that resemble Colombia’s colorways, while dinner is sonically paired with a soundtrack of Latin American pop hits. The tasting menu (weekdays for $82, weekends for $110) consists of 10 courses, where South American staples like arepas and yuca become elegant vehicles for seasonality. Main courses involve the flavor of fire, like juicy swordfish or tender steak, grilled over a steering wheel-operated wood flame. Consider opting for the drink pairing ($70), which includes a surprisingly diverse selection of wines, sakes and cocktails, and succeeds at bringing out fun subtleties in the food.",https://s.hdnux.com/photos/0/0/0/25589704/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#mägo,
2024,13,Mijoté,mijoté,French,$$$,3,San Francisco,San Francisco,"2400 Harrison St., San Francisco",,37.758896,-122.41274,"The chef is Japanese and the space is a former sushi restaurant, but Mijoté is the closest you’ll come to dining in contemporary Paris. Co-owner Kosuke Tada was the chef at Le 6 Paul Bert, a neo-bistro that’s a darling of the international, natural wine guzzling, cool-kid culinary set. His four-course set menu ($82) changes at least weekly and melds technique with the season’s bounty. On a recent visit, a first course of luscious tuna crudo was paired with crunchy snap peas and their tendrils, jewel-toned strawberries, capers and fresh horseradish — a textural masterpiece. Portions tend to be generous, but you still might find yourself tempted to add a supplementary course, so good do they sound, or the cheese of the day ($12), served with Josey Baker bread and a house-made accompaniment like candied lemon peel. By the glass or by the bottle, the wine list, with a focus on small producers who keep intervention to a minimum, is a ripper.  Also featured on Top French Restaurants.",https://s.hdnux.com/photos/0/0/0/22668216/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#mijoté,
2024,14,Minnie Bell’s Soul Movement,minnie-bells-soul-movement,Soul Food,$$,2,San Francisco,San Francisco,"1375 Fillmore St., San Francisco",,37.78207,-122.43271,"After six years of operating at an Emeryville food court, Minnie Bell’s Soul Movement is finally in its rightful place, San Francisco’s Fillmore district, where chef and owner Fernay McPherson grew up and long dreamed of opening a full-service version of her restaurant. You can still find her unmatched mac and cheese ($5 for small, $13 for large), a dream-like dish that’s a perfect Venn diagram of gooey cheese, seasoning and soft pasta. The bechamel is fortified with a blend of Parmesan, cheddar and fontina then folded into elbow macaroni. The showstopping herby fried chicken (single piece for $4.50; two piece combo for $20), fragrant with rosemary, is not to be missed. Pair the crunchy chicken with homemade hot sauce ($3) and a cold beer or glass of wine — all new additions to the restaurant. Also featured on Top Mac and Cheese and Top Fried Chicken.",https://s.hdnux.com/photos/0/0/0/25391835/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#minnie-bells-soul-movement,
2024,15,Ok’s Deli,oks-deli,Asian American,$$,2,East Bay,Oakland,"3932 Telegraph Ave., Oakland",,37.82863,-122.264547,"After much anticipation, Ok’s Deli (pronounced Oak’s) transitioned from a pop-up to a small sandwich shop in North Oakland in 2022. Chef Albert Ok pays homage to the Asian American experience through the deli format, with a fine dining pedigree. A Spam-stuffed bánh mi, Sichuan peppercorn-dusted hot chicken ($17) and a pig head sisig bolillo sandwich ($16) are but a few of the fantastic, creative and Asian-inspired options you might encounter. Despite these modern entries, the deli also leaves room for more traditional options like turkey or Italian. There are a few mainstays, but the menu evolves with the weather: If it’s cold outside, you’re more likely to see hot sandwiches. There are a few tables on the sidewalk, if you want to eat there. Also featured on Top Sandwiches.",https://s.hdnux.com/photos/0/0/0/25888323/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#oks-deli,
2024,16,Outta Sight Pizza,outta-sight-pizza,Pizza,$,1,San Francisco,San Francisco,"422 Larkin St., San Francisco",,37.78177,-122.41685,"Outta Sight stunned popup diners at wine bar Fig & Thistle with its thin New York-style pizzas before opening a place of its own in late 2022. The white-walled slice shop is full of skater attitude, with a painting of rapper Mos Def, framed action-shot photos of skaters and a boombox. Mainstay slices like pepperoni ($5.50), sausage and peppers ($5.50), and puttanesca ($5.25) command respect with crunch and tangy tomato sauce. Looking for extra pizazz? Every slice has the option of complimentary shaved cheese. Whole pies are available, too ($30-$37). While those are fantastic, Outta Sight also dabbles in the sandwich arts. The standout options are the gooey Morty Melt ($11), a mortadella sandwich gussied up with cheese and pesto, and an Italian hoagie ($17) stacked with meats, basil mayo and vinegar-drenched veggies. Also featured on Top Sandwiches, Top San Francisco Restaurants and Top Pizza.",https://s.hdnux.com/photos/0/0/0/23487501/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#outta-sight-pizza,
2024,17,Pho Duoi Bo,pho-duoi-bo,Vietnamese,$$,2,South Bay,San Jose,"2465 Alvin Ave., San Jose",,37.318728,-121.827545,"Kobe beef cooked under a raging torch flame might be the draw at Pho Duoi Bo in San Jose, a Northern Vietnamese beef pho specialist, where everything on the menu calls back to the cow. Located in an Eastside strip mall, Pho Duoi Bo is a chill environment decorated with murals of Hanoi’s landmarks and a bucking steer. Of course, you have to try the Kobe beef (side for $11.99), which adds a toasty, buttery tenderness to any bowl of pho; you can order it raw on the side or in the bowl ($21.95), if you prefer. While fancy beef might be the marquee item, the succulent oxtail ($21.95) and overall execution of beef is why you return to the restaurant.",https://s.hdnux.com/photos/0/0/0/25897146/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#pho-duoi-bo,
2024,18,Popoca,popoca,Salvadoran,$$,2,East Bay,Oakland,"906 Washington St., Oakland",,37.801346,-122.274453,"Oakland’s Popoca is changing the way the Bay Area thinks about Salvadoran food. Chef Anthony Salguero has created a relaxing environment with plenty of swagger and a thoughtful menu that calls back to tradition in one moment, then shatters those expectations in the next. Pupusas are tricked-out, made with heirloom corn, cooked by a toasty wood flame and filled with seasonal produce like roasted Jimmy Nardello peppers and salted fish. The restaurant has a host of killer snacks like yuca topped with marinated anchovies, a smooth, savory bean tamal and plums topped with tamarind granita and powdered pumpkin seeds. You must order a cocktail — or at least sip on some Central American rum — from Eduardo “Ed” Peraza Flores’ sensational beverage program, which is full of nods to El Salvador.",https://s.hdnux.com/photos/0/0/0/26249691/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#popoca,
2024,19,Psychic Pie,psychic-pie,Pizza,$$,2,North Bay,Sebastopol,"980 Gravenstein Hwy. S, Sebastopol",,38.390783,-122.816695,"The small Wine Country city of Sebastopol is home to Psychic Pie, a fun pizzeria that has a fresh take on the Roman style with divine sourdough. Mechanically, it functions like a slice shop, only the sheet pan pies are cut with scissors and sold by weight. Pepperoni (slice for about $6.70 or $24 per pound), sausage with pickled onions (slice for about $6.50 or $25 per pound) and mushroom (slice for about $6.60 or $22 per pound) are among the more traditional topping options, while the off-the-wall combinations pair cured meats and seasonal produce, like one that features asparagus, salami and pimento cheese (slice for about $6.70 or $24 per pound). For extra oomph, each slice is garnished with shaved cheese, herbs or a drizzle of olive oil. End the meal with thick buffalo milk soft serve ($5), sometimes presented in a mug with a freaky winking face. The easygoing pizzeria, with its pink-and-white walls and psychic medium mural, offers both indoor and outdoor seating.  Also featured on Top Pizza.",https://s.hdnux.com/photos/0/0/0/25014319/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#psychic-pie,
2024,20,Rich Table,rich-table,American,$$$,3,San Francisco,San Francisco,"199 Gough St., San Francisco",,37.77485,-122.422844,"It’s no secret that, 12 years in, Rich Table remains one of the best restaurants in San Francisco. The energy within the dimly lit, rustic dining room is palpable — the diners know they’re lucky to be there, and the servers exude conviviality. The sea urchin cacio e pepe pasta ($27) confidently claps back at purists who reject the pairing of seafood and cheese. It’s a stalwart of the menu from chefs Sarah and Evan Rich, which otherwise bends and flexes to showcase whatever produce is currently shining. During citrus season, that might mean a dessert of passion fruit and guava sorbets blanketed by fluffy mandarin ice and sweetened condensed milk ($14), like POG shave ice dressed up for a night out. Also featured on Top San Francisco Restaurants.",https://s.hdnux.com/photos/0/0/0/24784132/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#rich-table,
2024,21,SingleThread,singlethread,California,$$$$,4,North Bay,Healdsburg,"131 North St., Healdsburg",,38.612435,-122.869694,"At fine dining restaurants, it’s common to begin with “a little gift from the chef.” This can take the form of a small amuse bouche or a parade of canapes. But at SingleThread, the three-Michelin-starred restaurant from chef Kyle and farmer Katina Connaughton, the opening salvo is less a little gift and more a new luxury sedan with an oversized bow. Small dishes of raw fish and precious produce are nestled on a hillock of moss and wildflowers installed in the center of your table. It’s a bounty of delights, and it’s only the first of 10 Cali-kaiseki courses. Hospitality is similarly over-the-top. Servers use hand gestures, like baseball catchers, to signal to colleagues which diners have ordered sparkling or still water. Every time you use the restroom, you’ll observe the toilet paper has been neatly folded into a triangle, like at a hotel. It all makes for a luxurious experience worth the high cost of entry ($440-$485 per person). Also featured on Top Fine Dining Restaurants.",https://s.hdnux.com/photos/0/0/0/20801726/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#singlethread,
2024,22,Tacos Mama Cuca,tacos-mama-cuca,Mexican,$,1,East Bay,Hayward,"230 Jackson St., Hayward",,37.6594,-122.086294,"Food truck Tacos Mama Cuca is a singular voice in the Bay Area’s formidable taco scene. Owner Maria Marquez started off selling handmade flour tortillas of unmatched quality, then opened a pandemic-era home restaurant so popular that the city of Oakland shut it down. With a new, fully permitted truck, Marquez and her husband, Juan Carlos Garcia, invite people into their slice of Sonora, Mexico. Garcia expertly grills carne asada to serve on Marquez’s pliable, translucent flour tortillas. Tacos ($5) are for those seeking purer flavors; try the crackly tripas or smoky al pastor. The taco yaqui ($12) is the star dish: a gigantic, decked-out taco stacked with a cheesy, scorched Anaheim pepper, spicy beans and smoky asada. But what puts Tacos Mama Cuca in a class of its own are the unmatched salsas: a cooling avocado sauce, a blazing hot habanero option and three chunky, smoke-infused molcajete salsas. Tamp the fire and smoke with a creamy cebada agua fresca, made with toasted barley. Also featured on Top Tacos.",https://s.hdnux.com/photos/0/0/0/24961281/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#tacos-mama-cuca,
2024,23,Tanzie’s,tanzies,Thai,$$,2,East Bay,Berkeley,"1453 Dwight Way, Berkeley",,37.862269,-122.281437,"Tanzie’s, a Thai brunch spot in Berkeley with a toasty greenhouse vibe, summons the flavors of Chiang Mai. The intricacies of Northern-style cooking are on display with fragrant, pungent sai ua ($8), house-made sausages flavored with herbs and spices. That fantastic link is sliced and paired with a runny, open-faced omelet ($22) and pepper relish, better known as nam prik noom. Try the sizzling skillets, your choice of stewed pork belly ($26) or rice swirled with spicy pork, also known as nam prik ong ($25). Make sure you try the beignets (three for $5, five for $7), which come with a spot of condensed milk for dipping. Outdoor seating available.",https://s.hdnux.com/photos/0/0/0/24947390/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#tanzies,
2024,24,Valley Bar and Bottle,valley-bar-and-bottle,American,$$,2,North Bay,Sonoma,"487 First St. West, Sonoma",,38.292308,-122.459087,"So charming is Valley that you might start fantasizing about moving to Sonoma just so you can become a regular. Open from breakfast straight through to dinner, the wine-centric restaurant and bottle shop will attend to your all-day needs, whether you want a nibble with a glass of pét nat (a tin of very good anchovies, $12) or a whole meal (a vinegary, paprikash-inspired half chicken, $38). An appetizer of gooey Brillat-Savarin with figs roasted in plenty of olive oil ($16) is indicative of what they do best — giving very good raw materials the help they need and nothing more. Take home a bottle of their house wine, released under the name Le Lube.  Also featured on Top Sonoma County Restaurants",https://s.hdnux.com/photos/0/0/0/20773827/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#valley-bar-and-bottle,
2024,25,Zuni Cafe,zuni-cafe,American,$$$,3,San Francisco,San Francisco,"1658 Market St., San Francisco",,37.7736,-122.42161,"Is there a better way to spend a lazy Friday afternoon than at Zuni with a Bloody Mary, a burger ($22), a towering plate of shoestring fries ($11) and a quivering slice of Gâteau Victoire? If there is, let us know and we’ll meet you there. In the meantime, we’ll be basking in the ethereal light that streams through the windows of the idiosyncratic triangular space and bounces off the copper bar. Since it opened in 1979, Zuni has been a place where City Hall power brokers rub shoulders with gays about town and families celebrate birthdays. All of them consider the restaurant to be their personal special spot, and they’re all right.  Also featured on Top Burgers and Top Fries.",https://s.hdnux.com/photos/0/0/0/21553426/1/rawImage.jpg,https://www.sfchronicle.com/projects/2024/best-sf-restaurants-bay-area/#zuni-cafe,
2025,1,Burdell,burdell,Soul food,$$$,3,East Bay,Oakland,4640 Telegraph Ave.,"4640 Telegraph Ave., Oakland, CA",37.833928,-122.26312,"You know the way some people feel about their city’s pennant-winning baseball team? That’s the way we feel about Burdell. Pride is a good word for it.   When critics from other cities come to town, we delight in watching their eyes roll back in their heads as they crunch their way through Burdell’s cheeky spin on chicken and waffles. When a New Orleans-based food writer declares the barbecue shrimp to be better than back home, our chests puff with pride.  Geoff Davis’ personal take on soul food is an ode to his grandmother, culinarily and stylistically. Drenched in amber tones, the interior has retro charm mixed with the intimacy of a grandparent’s living room — evidenced by a gallery wall of the staff’s family portraits. At Burdell, a stereo system from the ’70s makes music sound better, church pews tracing the walls create a sense of communal dining and the eye-catching lime green bar is just plain pretty.   Davis’ cooking expands the scope of soul food — a true American cuisine — by highlighting its often obscured agrarian roots and infusing it with a sense of place. In the winter, salads are composed of beets and California citrus. Collards are seasoned with berbere, threading together staples of the American South and the Horn of Africa. It might seem a little odd to be proud of a restaurant where we are merely patrons, but we couldn’t be more chuffed that Burdell is representing the Bay Area on a national stage.",https://s.hdnux.com/photos/0/0/0/27193859/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#burdell-listing,
2025,2,Four Kings,four-kings,Cantonese,$$,2,San Francisco,San Francisco,710 Commercial St.,"710 Commercial St., San Francisco, CA",37.794093,-122.405068,"The Four Heavenly Kings were four Cantopop crooners who ruled the Hong Kong airwaves in the ’90s. But the name of this Chinatown restaurant could easily refer to chef-owners Franky Ho and Mike Long and their partners, Millie Boonkokua, who runs front of house, and Lucy Li, who handles the books. These gender-nonspecific kings have been the undisputed monarchs of San Francisco since they set up shop below a Kumon last year, serving inspired Cantonese fare to lines of customers eager to pay fealty.  Not only is the food — XO escargot with milk bread, mapo spaghetti — delicious, but the energy is infectious; this is likely the most fun restaurant in the Bay Area. Long live the kings!",https://s.hdnux.com/photos/0/0/0/27169041/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#four-kings-listing,
2025,3,Rich Table,rich-table,American,$$$,3,San Francisco,San Francisco,199 Gough St.,"199 Gough St., San Francisco, CA",37.77485,-122.422843,"The teenage years can be awkward for restaurants. Too old to be the it girl of the moment, too young to be an elder statesman, establishments entering that pimply era can risk irrelevance or mediocrity. Not so Rich Table, which, 13 years after opening on the ground floor of a Victorian in Hayes Valley, remains one of the most delightful places to get a meal in San Francisco.  Service is both assured and warm, the food is craveable without playing it safe, and the convivial room hums with patrons who know just how lucky they are to be there.",https://s.hdnux.com/photos/0/0/0/27171332/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#rich-table-listing,
2025,4,Sun Moon Studio,sun-moon-studio,Fine dining,$$$$,4,East Bay,Oakland,1940 Union St.,"1940 Union St., Suite 21, Oakland, CA",37.8144902,-122.2860402,"If you’ve ever had occasion to visit the administrative and maintenance facility for the East Bay Municipal Utility District, you’ve been mere steps from the most exciting tasting menu in the Bay Area. Even more improbable than the location of West Oakland’s Sun Moon Studio is its staffing. In the kitchen are business partners and partner partners Sarah Cooper and Alan Hsu — and that’s it.  You won’t believe the food these four hands produce, particularly the house-made breads and pastries from baker Cooper that appear throughout the 12-course meal in dishes like a mini hot dog with lap cheong made by Hsu. The space is tiny and reservations are hard to come by, but keep at it. The wait is worth it.",https://s.hdnux.com/photos/0/0/0/27171333/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#sun-moon-studio-listing,
2025,5,Popoca,popoca,Salvadoran,$$,2,East Bay,Oakland,906 Washington St.,"906 Washington St., Oakland, CA",37.801346,-122.274453,"Popoca is a special place that honors Salvadoran tradition while carving out its own identity. Consider its luxe approach to pupusas: They’re made with heirloom corn, then stuffed with seasonal produce like charred Jimmy Nardello peppers and cooked over a wood flame.  Chef and owner Anthony Salguero started Popoca as a popup to explore his Salvadoran roots, then opened a brick-and-mortar in Old Oakland in 2023. Inside, the vibe is laid back; exposed brick walls and seafoam green tiles add stylish character. You’re going to want to start with a stellar Salvi-inspired cocktail before digging into banging sides like a scrumptious plum salad topped with tamarind granita and a phenomenal guacamole accompanied by tortillas brushed with asiento, pork lard with the sediment left from making chicharon. Then move on to a complex main, like the charred branzino over an exemplary sauce known as alguashte, made from pumpkin seeds, smoked fish carcass and a ton of spices. Popoca is an inspiration, propelling Salvi cooking to new heights. We challenge you to find another restaurant in the Bay Area, California, the whole country, like it.",https://s.hdnux.com/photos/0/0/0/27171337/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#popoca-listing,
2025,6,The Progress,the-progress,Californian,$$$,3,San Francisco,San Francisco,1525 Fillmore St.,"1525 Fillmore St., San Francisco, CA",37.783661,-122.433076,"“Around here, we do things a little differently.” No doubt in 2014, when the Progress opened next door to its sister restaurant, State Bird Provisions, its dinner party format of shareable plates, graphically depicted on the menu as a Venn diagram, required some explanation.  Now that its concept is sort of just the way we eat, does the Progress feel stale? Anything but. Whether sidling up to the bar solo for a cocktail and off-menu hot dog or packing into the mezzanine with a dozen friends for a feast, the Progress continues to keep diners on their toes, applying flavor references and cooking techniques from around the world to California’s freshest and finest.",https://s.hdnux.com/photos/0/0/0/27193925/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#the-progress-listing,
